model,epoch,training_loss,validation_loss,validation_accuracy
sigmoid,46,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,47,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,48,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,49,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,50,0.6469285488128662,0.649004340171814,0.6474999785423279
sigmoid,51,0.6469285488128662,0.649004340171814,0.6474999785423279
sigmoid,52,0.6469285488128662,0.649004340171814,0.6474999785423279
sigmoid,53,0.6469285488128662,0.6490042805671692,0.6474999785423279
sigmoid,54,0.6469285488128662,0.649004340171814,0.6474999785423279
sigmoid,55,0.6469285488128662,0.649004340171814,0.6474999785423279
sigmoid,56,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,57,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,58,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,59,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,60,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,61,0.6469284892082214,0.6490042805671692,0.6474999785423279
sigmoid,62,0.6469285488128662,0.6490042805671692,0.6474999785423279
sigmoid,63,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,64,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,65,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,66,0.6469285488128662,0.649004340171814,0.6474999785423279
sigmoid,67,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,68,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,69,0.6469284892082214,0.6490042805671692,0.6474999785423279
sigmoid,70,0.6469285488128662,0.649004340171814,0.6474999785423279
sigmoid,71,0.6469285488128662,0.649004340171814,0.6474999785423279
sigmoid,72,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,73,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,74,0.6469285488128662,0.6490042805671692,0.6474999785423279
sigmoid,75,0.6469285488128662,0.649004340171814,0.6474999785423279
sigmoid,76,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,77,0.6469285488128662,0.649004340171814,0.6474999785423279
sigmoid,78,0.6469284892082214,0.6490042805671692,0.6474999785423279
sigmoid,79,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,80,0.6469285488128662,0.649004340171814,0.6474999785423279
sigmoid,81,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,82,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,83,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,84,0.6469285488128662,0.649004340171814,0.6474999785423279
sigmoid,85,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,86,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,87,0.6469285488128662,0.649004340171814,0.6474999785423279
sigmoid,88,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,89,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,90,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,91,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,92,0.6469285488128662,0.649004340171814,0.6474999785423279
sigmoid,93,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,94,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,95,0.6469285488128662,0.649004340171814,0.6474999785423279
sigmoid,96,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,97,0.6469285488128662,0.6490042805671692,0.6474999785423279
sigmoid,98,0.6469284892082214,0.6490042805671692,0.6474999785423279
sigmoid,99,0.6469284892082214,0.6490042805671692,0.6474999785423279
sigmoid,100,0.6469285488128662,0.649004340171814,0.6474999785423279
sigmoid,101,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,102,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,103,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,104,0.6469284892082214,0.6490042805671692,0.6474999785423279
sigmoid,105,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,106,0.6469285488128662,0.649004340171814,0.6474999785423279
sigmoid,107,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,108,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,109,0.6469284892082214,0.6490042805671692,0.6474999785423279
sigmoid,110,0.6469285488128662,0.649004340171814,0.6474999785423279
sigmoid,111,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,112,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,113,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,114,0.6469284892082214,0.6490042805671692,0.6474999785423279
sigmoid,115,0.6469285488128662,0.6490042805671692,0.6474999785423279
sigmoid,116,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,117,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,118,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,119,0.6469284892082214,0.649004340171814,0.6474999785423279
sigmoid,120,0.6469284892082214,0.649004340171814,0.6474999785423279
relu,1,0.7004981637001038,0.6700431108474731,0.6324999928474426
relu,2,0.6800726652145386,0.6557658910751343,0.6449999809265137
relu,3,0.664068341255188,0.6435794830322266,0.6575000286102295
relu,4,0.6494123339653015,0.6323928236961365,0.6549999713897705
relu,5,0.636471688747406,0.6222782731056213,0.6549999713897705
relu,6,0.6242640614509583,0.6127761006355286,0.6575000286102295
relu,7,0.6130664348602295,0.6041849255561829,0.6575000286102295
relu,8,0.6015803813934326,0.596034049987793,0.6700000166893005
relu,9,0.589779257774353,0.5877207517623901,0.6700000166893005
relu,10,0.5775913596153259,0.5805344581604004,0.6850000023841858
relu,11,0.566155731678009,0.5736563205718994,0.6924999952316284
relu,12,0.5553532242774963,0.5680694580078125,0.6974999904632568
relu,13,0.5451741218566895,0.5628778338432312,0.6974999904632568
relu,14,0.5355557203292847,0.5586997866630554,0.6974999904632568
relu,15,0.5266565680503845,0.5540738105773926,0.7024999856948853
relu,16,0.5184063911437988,0.5509582757949829,0.7074999809265137
relu,17,0.5108144879341125,0.546878457069397,0.7149999737739563
relu,18,0.5038869976997375,0.5451669096946716,0.7225000262260437
relu,19,0.49733951687812805,0.5408451557159424,0.7275000214576721
relu,20,0.4913371801376343,0.5403432250022888,0.7275000214576721
relu,21,0.4856213331222534,0.5344192981719971,0.7325000166893005
relu,22,0.4804944396018982,0.5379365682601929,0.7325000166893005
relu,23,0.47619831562042236,0.5285419225692749,0.7425000071525574
relu,24,0.4734291732311249,0.5466222167015076,0.7275000214576721
relu,25,0.47513625025749207,0.5319309234619141,0.7400000095367432
relu,26,0.48316827416419983,0.5908278822898865,0.7024999856948853
relu,27,0.5076289176940918,0.5734619498252869,0.699999988079071
relu,28,0.5377584099769592,0.6240217089653015,0.6675000190734863
relu,29,0.5411167740821838,0.5574296712875366,0.7074999809265137
relu,30,0.5177558660507202,0.5509453415870667,0.737500011920929
relu,31,0.4783724546432495,0.5150323510169983,0.7699999809265137
relu,32,0.46290475130081177,0.5213644504547119,0.7450000047683716
relu,33,0.45127415657043457,0.5080057382583618,0.7475000023841858
relu,34,0.4454452395439148,0.5150279402732849,0.7450000047683716
relu,35,0.44128215312957764,0.5067111849784851,0.75
relu,36,0.43821752071380615,0.5146728157997131,0.7425000071525574
relu,37,0.43650171160697937,0.5051798820495605,0.7549999952316284
relu,38,0.43535757064819336,0.518810510635376,0.7574999928474426
relu,39,0.4354607164859772,0.5054992437362671,0.75
relu,40,0.43490326404571533,0.5247170925140381,0.7574999928474426
relu,41,0.43656525015830994,0.5077481865882874,0.7599999904632568
relu,42,0.4379299283027649,0.5317817330360413,0.7574999928474426
relu,43,0.4397295117378235,0.511071503162384,0.762499988079071
relu,44,0.4427395164966583,0.5365560054779053,0.7475000023841858
relu,45,0.44249629974365234,0.5117753744125366,0.7699999809265137
relu,46,0.44378235936164856,0.5358725190162659,0.75
relu,47,0.4414033889770508,0.508640706539154,0.7674999833106995
relu,48,0.4381023645401001,0.5261149406433105,0.7549999952316284
relu,49,0.43221914768218994,0.5027657151222229,0.762499988079071
relu,50,0.4290529489517212,0.5181686282157898,0.7549999952316284
relu,51,0.4237751364707947,0.498421311378479,0.7599999904632568
relu,52,0.42058488726615906,0.5134239792823792,0.7574999928474426
relu,53,0.4173479378223419,0.4966631233692169,0.762499988079071
relu,54,0.4146881401538849,0.5097731947898865,0.75
relu,55,0.4119504690170288,0.4952612817287445,0.7649999856948853
relu,56,0.4099585711956024,0.5095614790916443,0.7524999976158142
relu,57,0.40928125381469727,0.4954816401004791,0.7649999856948853
relu,58,0.40799635648727417,0.5125986337661743,0.7549999952316284
relu,59,0.4095803201198578,0.4981940984725952,0.762499988079071
relu,60,0.4103408753871918,0.518807053565979,0.7574999928474426
relu,61,0.4125601053237915,0.5030795931816101,0.7599999904632568
relu,62,0.41533520817756653,0.5280499458312988,0.7425000071525574
relu,63,0.4190653860569,0.5097020268440247,0.762499988079071
relu,64,0.4226594567298889,0.535136878490448,0.7275000214576721
relu,65,0.4253120422363281,0.5114704370498657,0.7599999904632568
relu,66,0.4232468605041504,0.5280177593231201,0.7325000166893005
relu,67,0.41850051283836365,0.5058881640434265,0.7599999904632568
relu,68,0.4143807590007782,0.5176194906234741,0.7475000023841858
relu,69,0.4078701138496399,0.498885840177536,0.7599999904632568
relu,70,0.40279024839401245,0.5090930461883545,0.7524999976158142
relu,71,0.39833250641822815,0.49390560388565063,0.762499988079071
relu,72,0.3932516872882843,0.5006394386291504,0.7574999928474426
relu,73,0.389283150434494,0.4910600781440735,0.762499988079071
relu,74,0.38637575507164,0.4966551959514618,0.762499988079071
relu,75,0.3836272358894348,0.4903006851673126,0.7599999904632568
relu,76,0.3818524479866028,0.49600350856781006,0.7699999809265137
relu,77,0.3801017999649048,0.49080711603164673,0.7599999904632568
relu,78,0.37873339653015137,0.49726784229278564,0.7699999809265137
relu,79,0.37802207469940186,0.49196887016296387,0.7649999856948853
relu,80,0.3773365020751953,0.5015007257461548,0.7599999904632568
relu,81,0.3784448206424713,0.495747834444046,0.7574999928474426
relu,82,0.38073861598968506,0.5134840607643127,0.75
relu,83,0.38664284348487854,0.506101131439209,0.7450000047683716
relu,84,0.3934202194213867,0.5346617698669434,0.737500011920929
relu,85,0.4051731824874878,0.5245218873023987,0.7524999976158142
relu,86,0.4169887602329254,0.5529714822769165,0.7250000238418579
relu,87,0.4265234172344208,0.531414806842804,0.7400000095367432
relu,88,0.42712897062301636,0.5404531359672546,0.7300000190734863
relu,89,0.4170626997947693,0.5119779706001282,0.7475000023841858
relu,90,0.4033569097518921,0.5145729184150696,0.75
relu,91,0.38915762305259705,0.4954886734485626,0.7475000023841858
relu,92,0.3796113133430481,0.5008829236030579,0.7574999928474426
relu,93,0.37257879972457886,0.4902741312980652,0.762499988079071
relu,94,0.3677159547805786,0.49530601501464844,0.7649999856948853
relu,95,0.36448121070861816,0.49008190631866455,0.7599999904632568
relu,96,0.3627581298351288,0.4960017502307892,0.7699999809265137
relu,97,0.3613479733467102,0.491454154253006,0.7599999904632568
relu,98,0.36075547337532043,0.4995933473110199,0.7649999856948853
relu,99,0.3609268069267273,0.4944761395454407,0.7599999904632568
relu,100,0.3623233139514923,0.5093015432357788,0.75
relu,101,0.36678603291511536,0.5014806985855103,0.7475000023841858
relu,102,0.3703615963459015,0.5273171067237854,0.7549999952316284
relu,103,0.38188284635543823,0.5176230072975159,0.7400000095367432
relu,104,0.39194366335868835,0.5502548813819885,0.7350000143051147
relu,105,0.40712136030197144,0.5313894152641296,0.7450000047683716
relu,106,0.41299107670783997,0.5469873547554016,0.7300000190734863
relu,107,0.408211350440979,0.5196523070335388,0.7425000071525574
relu,108,0.39864978194236755,0.5222005844116211,0.7425000071525574
relu,109,0.3830615282058716,0.5005319714546204,0.75
relu,110,0.371715784072876,0.5063198208808899,0.7524999976158142
relu,111,0.36356478929519653,0.49359118938446045,0.75
relu,112,0.3574298322200775,0.5008819103240967,0.762499988079071
relu,113,0.35455235838890076,0.49275967478752136,0.762499988079071
relu,114,0.3518717885017395,0.5008847117424011,0.7649999856948853
relu,115,0.35110682249069214,0.4935125708580017,0.762499988079071
relu,116,0.34920117259025574,0.5041188597679138,0.762499988079071
relu,117,0.3504830300807953,0.4969208538532257,0.7574999928474426
relu,118,0.35073211789131165,0.5132853388786316,0.7574999928474426
relu,119,0.3559272587299347,0.5057487487792969,0.75
relu,120,0.36113572120666504,0.5327100157737732,0.75
